date,avg_stay_monthly,hotel_occ,spend_per_capita,tourism_receipts,avg_stay_annual,visitor_arrivals,visitor_arrivals_china,year,month,quarter,period,china_share,china_share_pct,avg_stay_monthly_capped,visitor_arrivals_millions,visitor_arrivals_china_thousands,cluster_z_visitor_arrivals,cluster_z_china_share,cluster_z_hotel_occ,cluster_z_avg_stay_monthly_capped,hotel_occ_level_tertile,hotel_occ_level_business,dataset_split
2024-11-01,3.53702158,81.71282475,NA,NA,NA,1234698,174751,2024,11,4,recovery,0.14153339521081268,14.153339521081268,3.53702158,1.234698,174.751,0.3180278802968425,-0.274048091700615,0.3811443493467305,-0.5117495225630632,medium,medium,test
2024-12-01,3.49854894,75.11278097,1802.03624253,29781.07084459,3.55805608,1390641,193483,2024,12,4,recovery,0.13913224189420562,13.913224189420562,3.49854894,1.390641,193.483,0.5736537761499704,-0.2940392639237111,-0.1409796603793633,-0.5156711695943693,low,medium,test
2025-01-01,3.52215423,81.80868991,NA,NA,NA,1633495,376481,2025,1,1,recovery,0.23047575903201417,23.047575903201416,3.52215423,1.633495,376.481,0.9717464850982112,0.46645527423663097,0.3887281629395905,-0.5132650021088102,medium,medium,test
2025-02-01,3.46523629,83.82109185,NA,NA,NA,1377513,267974,2025,2,1,recovery,0.19453464323022723,19.453464323022722,3.46523629,1.377513,267.974,0.5521340108462385,0.16722197209204176,0.5479276175367497,-0.5190668412971023,medium,medium,test
2025-03-01,3.46429945,76.14225855,NA,NA,NA,1296605,187036,2025,3,1,recovery,0.1442505620447245,14.42505620447245,3.46429945,1.296605,187.036,0.4195074743445367,-0.25142590020624944,-0.05953853969747724,-0.5191623365842677,low,medium,test
2025-04-01,3.43092325,78.53806026,NA,NA,NA,1403644,207505,2025,4,2,recovery,0.14783306878382269,14.783306878382268,3.43092325,1.403644,207.505,0.5949686381429948,-0.22159918788580735,0.1299913538957186,-0.5225644861546189,medium,medium,test
2025-05-01,3.56004101,79.57640013,NA,NA,NA,1374170,242013,2025,5,2,recovery,0.17611576442507113,17.61157644250711,3.56004101,1.37417,242.013,0.5466540767046802,0.0138727561950266,0.21213356301646966,-0.5094030737796718,medium,medium,test
2025-06-01,3.70343892,75.02096415,NA,NA,NA,1245947,197185,2025,6,2,recovery,0.15826114593959453,15.826114593959453,3.70343892,1.245947,197.185,0.33646753903402105,-0.13477862339501256,-0.1482432131400242,-0.49478603715190217,low,medium,test
2025-07-01,3.49187013,91.25111715,NA,NA,NA,1680771,414488,2025,7,3,recovery,0.24660587313798252,24.660587313798253,3.49187013,1.680771,414.488,1.049242556434228,0.6007490266765024,1.135710779484552,-0.5163519634106801,high,high,test
2025-08-01,3.60829522,89.55990068,NA,NA,NA,1609320,398206,2025,8,3,recovery,0.24743742698779608,24.74374269877961,3.60829522,1.60932,398.206,0.9321181848074038,0.6076722564883712,1.0019200420189878,-0.5044843580535214,high,high,test
